property_type,sector,price,bedRoom,bathroom,built_up_area,study room,servant room,store room
house,sector 13,0.9,1,4,785,1,1,0
flat,sector 69,1.32,3,3,1419,0,0,0
flat,sector 70,1.9,3,3,1765,0,1,1
flat,sector 59,4.25,3,4,2077,0,0,0
house,sector 26,4.5,5,5,1350,0,0,0
flat,sohna road,1.2,3,3,1780,0,0,0
flat,sector 81,2.2,3,4,1900,0,1,0
house,sector 49,4.05,3,3,2000,0,1,1
house,sector 55,3.1,5,4,1548,0,1,1
flat,sector 74,1.55,2,2,1300,0,0,0
flat,sector 89,1.5,3,3,1923,1,1,0
house,sector 4,0.65,2,1,500,0,0,0
flat,sector 88a,1.5,3,3,1674,0,0,0
flat,sector 33,1.1,2,2,1100,0,0,0
house,sector 109,5.85,4,5,2214,0,1,0
flat,sector 82,1.75,4,5,2535,0,0,0
house,sector 28,1.39,2,2,1450,0,0,1
flat,sector 28,5.5,4,5,3406,0,1,0
flat,sector 66,3.2,3,3,1800,1,1,1
flat,sector 70,1.0,3,2,1078,0,0,0
house,sector 47,5.15,3,9,1935,0,0,1
flat,sector 81,0.88,2,2,1223,1,0,0
flat,sector 108,2.9,3,4,2003,0,0,0
flat,sector 92,0.75,3,3,1415,0,0,0
house,sector 56,7.25,8,8,2471,0,0,0
house,sector 13,0.45,1,1,936,0,0,0
flat,sector 88a,1.62,3,2,1463,1,0,0
house,sector 50,11.5,5,6,3240,0,0,0
house,sector 57,3.6,4,4,1728,1,1,1
house,sector 46,3.6,5,5,1449,0,1,0
flat,sector 65,2.01,2,2,1482,1,0,0
flat,sector 92,0.21,1,1,336,0,0,0
flat,sector 60,2.05,2,3,1520,0,0,1
flat,sector 56,0.45,1,1,543,0,0,0
flat,sector 37d,0.75,2,2,1410,0,0,0
flat,sector 65,6.15,3,3,3027,1,1,0
flat,sector 89,1.16,3,3,1581,1,0,0
flat,sector 79,2.03,3,4,2031,0,1,0
flat,sector 37c,1.43,3,3,1845,1,1,0
flat,sector 90,0.92,3,4,1493,0,1,0
flat,sector 49,4.52,5,5,3724,1,1,0
flat,sector 43,5.25,4,4,2570,0,1,0
flat,sector 79,1.3,3,3,1176,0,0,1
flat,sector 63a,1.4,2,2,1372,0,0,0
house,sector 6,1.25,2,5,120,0,0,0
flat,sector 108,3.25,3,3,2072,0,0,0
flat,sector 92,0.99,3,2,1091,0,0,0
flat,sector 79,1.3,2,4,1223,0,0,0
house,sector 46,5.5,8,8,2385,1,0,0
house,sector 17b,7.2,4,4,4494,0,1,1
flat,sector 90,1.65,4,4,2214,0,0,0
flat,sector 37c,0.9,3,3,1537,0,0,0
flat,sector 108,1.9,2,2,1250,0,0,0
house,sector 23,5.5,9,9,4200,0,1,0
flat,sector 90,1.25,3,3,1640,0,0,0
house,sector 6,0.75,2,4,713,0,0,0
flat,sector 22,3.2,3,4,2517,0,0,0
flat,sector 107,1.8,3,4,1837,0,1,0
flat,sector 67a,1.8,3,3,1551,1,0,1
house,sector 82,7.0,4,4,3240,1,1,0
flat,sector 107,0.5,2,2,622,0,0,0
flat,sector 82a,3.5,5,5,2896,1,0,0
house,sector 2,5.0,6,4,4000,0,0,0
flat,sector 69,0.91,3,2,1473,0,0,0
house,sector 2,4.0,4,4,2400,0,1,0
flat,sector 66,2.85,3,3,1950,1,0,0
flat,sector 81,0.5,2,2,704,0,0,0
flat,sector 77,2.1,3,3,1833,1,1,0
house,sector 7,2.0,2,2,1800,0,0,0
flat,sector 65,6.15,3,5,4271,0,1,0
flat,sector 84,0.92,3,3,1652,1,0,0
house,sector 28,1.45,3,2,1800,0,0,0
flat,sector 2,1.55,3,4,1738,0,1,0
flat,sector 103,2.36,4,6,2729,0,1,0
flat,sector 104,1.2,2,2,877,0,0,0
flat,sector 92,0.5,2,2,905,0,0,0
flat,sector 110,3.25,4,4,3077,0,1,0
flat,sector 102,1.35,2,2,828,0,0,0
flat,sector 65,2.35,3,3,1650,1,1,0
flat,sector 37c,0.38,2,2,925,0,0,0
flat,sector 56,2.11,3,2,2250,0,0,0
flat,sector 74,1.48,2,2,1300,0,0,1
house,sector 26,17.0,5,6,4518,0,1,1
flat,sector 36,0.41,2,2,654,0,0,0
flat,sector 85,2.05,4,4,2500,0,1,0
flat,sector 109,2.95,4,5,2851,0,1,0
flat,sohna road,0.53,2,2,913,0,0,0
house,sector 7,2.43,4,4,345,1,0,1
flat,sector 92,0.95,4,5,1717,0,1,0
house,sector 48,7.25,4,4,3240,1,1,1
flat,sector 83,1.19,3,3,1778,0,1,0
flat,sector 99a,0.59,2,2,1133,0,0,0
flat,sector 111,0.6,2,2,789,0,0,0
flat,sector 61,1.41,2,2,1150,1,0,0
flat,sector 48,1.75,3,3,2200,0,1,0
house,sector 66,15.1,5,5,8067,1,1,1
flat,sohna road,0.35,2,2,528,0,0,0
flat,sector 43,2.75,3,4,2222,0,1,0
house,sector 47,5.25,9,9,4650,0,1,0
flat,sector 68,1.0,2,2,1311,0,0,0
flat,sector 71,0.95,2,2,1084,0,0,0
flat,sector 1,0.85,3,3,1946,0,1,0
flat,sector 54,3.25,3,3,2558,0,0,0
flat,sector 83,1.25,3,3,1792,0,1,0
house,sector 28,8.4,4,4,2430,0,1,1
house,sector 4,0.8,5,4,146,0,0,0
flat,sector 68,1.0,2,2,889,0,0,0
flat,sector 111,3.4,4,5,2670,0,1,0
flat,sector 103,0.93,2,3,1613,0,1,0
house,sector 70a,1.18,3,3,1611,0,0,0
flat,sector 62,10.75,5,7,4990,0,1,0
flat,sector 56,1.55,3,3,1810,0,1,0
flat,sector 95,0.9,3,3,2000,0,0,0
flat,sector 81,2.45,3,3,1800,0,1,0
flat,sector 68,0.92,2,2,1127,0,0,0
flat,sector 69,1.4,3,3,1376,0,0,0
flat,sector 99a,0.27,2,2,498,0,0,0
flat,sector 70,2.0,4,5,2114,0,1,0
flat,sector 76,0.5,2,2,844,0,0,0
flat,sector 104,0.2,1,1,301,0,0,0
flat,sector 106,3.2,3,3,2224,0,1,0
flat,sector 70,1.63,3,5,1527,0,1,0
flat,sector 67a,2.0,3,3,1346,0,0,0
flat,sector 79,1.29,2,2,1423,0,0,0
flat,sector 79,1.25,2,2,1383,0,0,0
house,sector 103,3.25,4,3,4000,0,0,0
flat,sector 33,1.4,2,2,1448,0,0,0
flat,sector 56,1.45,3,3,1719,0,0,0
flat,sector 85,1.25,3,4,1900,0,1,0
house,sector 8,0.59,2,2,585,0,0,0
flat,sector 49,2.9,4,4,2157,0,1,0
flat,sector 65,2.15,2,2,1433,0,0,0
flat,sector 62,7.56,4,4,4200,0,1,0
flat,sector 83,0.75,2,2,1199,0,0,0
flat,sector 65,2.29,3,4,1833,1,1,0
flat,sector 99,1.9,4,4,2835,0,0,0
flat,sector 63a,3.7,3,3,2667,0,0,0
house,sector 41,9.25,9,9,5000,1,1,1
house,sohna road,1.5,2,3,1053,1,0,0
flat,sector 102,1.54,3,3,1315,0,1,0
flat,sector 12,2.7,4,3,3150,0,0,0
house,sector 41,9.35,10,10,7500,1,1,0
flat,sector 72,3.21,3,4,2140,0,1,0
flat,sector 111,3.5,4,5,2700,0,1,0
flat,sector 86,1.3,3,3,1715,0,1,0
flat,sector 108,0.7,2,2,1468,0,0,0
flat,sector 104,2.55,4,4,2303,0,1,0
flat,sector 109,1.75,3,3,1466,0,0,0
flat,sector 81,4.7,4,4,6268,0,1,0
flat,sector 3 phase 2,0.4,3,2,1000,0,0,0
house,sector 43,11.5,7,8,9000,0,1,1
flat,sector 72,6.75,4,4,4000,0,1,0
flat,sector 33,1.55,3,4,1421,0,1,0
flat,sector 85,0.67,2,2,1250,0,0,0
flat,sector 107,0.5,2,2,494,0,0,0
flat,sector 102,1.45,3,3,1300,0,1,0
flat,sector 81,0.9,3,3,1780,0,0,0
house,sector 67,1.85,3,3,278,0,0,0
flat,sector 15,1.4,4,3,1444,0,0,0
flat,sector 67,2.8,3,3,2048,0,0,1
flat,sector 3 phase 2,0.28,2,2,600,0,0,0
flat,sector 90,1.25,3,3,1557,0,0,0
flat,sector 104,2.49,3,3,2217,0,1,0
flat,sector 90,0.64,2,2,1199,1,0,0
house,sector 11,2.5,5,4,1850,0,0,1
flat,sector 39,2.0,5,4,3556,0,1,0
flat,sector 74,1.5,2,2,1556,0,0,0
flat,sector 77,0.75,2,2,1180,0,0,0
flat,sector 103,0.9,2,2,1222,0,0,0
flat,sector 36a,0.5,1,1,600,0,0,0
house,sector 13,9.0,10,5,8100,0,0,0
flat,sector 67,1.0,1,1,826,0,0,0
flat,sector 22,1.75,2,2,1249,0,0,0
house,sector 3,1.5,3,3,210,0,0,0
flat,sector 54,5.7,3,3,1382,0,0,0
house,sector 55,5.6,6,4,2700,0,1,0
flat,sector 108,2.0,4,4,2500,0,1,0
flat,sector 91,0.9,2,2,1186,0,0,0
flat,sector 50,2.7,3,3,2400,0,1,0
flat,sector 69,0.6,2,1,667,0,0,0
house,sector 33,0.85,3,2,900,0,0,0
flat,sector 66,2.8,3,4,1700,0,1,0
house,sector 57,6.25,9,9,2660,0,1,0
house,sector 93,1.3,3,2,1152,0,0,0
house,sector 24,1.9,10,9,5018,0,0,0
flat,sector 106,0.39,1,1,567,0,0,0
flat,manesar,0.81,3,3,1900,0,1,0
flat,sector 85,1.77,3,4,1450,0,1,0
flat,sector 104,2.65,4,4,2851,0,1,0
flat,sector 84,0.41,2,2,565,0,0,0
flat,sector 92,2.0,4,5,2453,0,1,0
flat,sector 81,2.4,3,3,1650,0,1,0
house,sector 4,0.47,2,1,624,0,0,1
flat,sector 84,0.85,2,2,1222,1,0,0
flat,sector 37d,1.17,2,2,1276,0,0,0
flat,sector 67,3.5,3,4,2225,0,1,1
flat,sector 70a,1.82,3,3,1600,0,0,0
house,sector 57,6.21,6,6,2700,1,1,1
flat,sector 66,1.5,2,3,1330,0,1,0
house,sector 2,5.7,5,5,4550,0,0,0
flat,sector 79,0.95,2,2,1385,1,0,0
flat,sector 36a,0.37,1,1,319,0,0,0
flat,sector 14,2.75,4,5,2200,1,1,0
flat,sector 50,6.75,4,4,3395,0,0,0
flat,sector 108,1.25,3,3,1500,0,1,0
flat,sector 43,2.1,3,3,1233,0,0,1
flat,sector 67a,1.9,4,4,1991,0,0,0
house,sector 3,0.8,2,4,981,0,0,0
house,sector 33,9.5,6,6,4914,0,0,0
flat,sector 1,2.01,4,4,1956,0,0,0
flat,sector 71,0.37,1,1,450,0,0,0
flat,sector 107,1.4,3,4,2137,0,1,0
flat,sector 69,1.76,3,4,1674,0,0,0
flat,sector 90,1.42,4,4,2139,0,1,1
house,sector 3 phase 2,1.0,3,4,900,0,0,0
flat,sector 102,1.1,2,2,817,0,0,0
flat,sector 77,1.9,3,4,1582,0,1,0
flat,sector 70a,1.9,4,3,2111,0,0,1
flat,sector 54,1.75,3,3,2100,0,1,0
flat,sector 77,1.55,4,4,1800,1,1,0
flat,sector 84,1.2,2,2,1149,0,0,0
flat,sector 86,1.28,3,4,1740,0,1,0
flat,sector 82a,1.25,3,2,1667,1,0,0
flat,sector 85,0.69,2,2,1075,0,0,0
flat,sector 72,3.3,3,3,2000,0,1,0
flat,sector 84,1.2,2,2,1457,1,0,0
flat,sector 77,1.2,3,3,1822,0,0,0
flat,sector 54,4.85,3,4,1607,0,1,0
house,sector 2,0.4,3,4,900,0,0,0
flat,sector 82,0.86,2,2,1294,1,0,0
flat,sector 33,1.7,3,3,1697,0,0,0
flat,sector 70,1.15,2,2,1500,1,0,0
flat,sohna road,0.2,2,2,743,0,0,0
flat,sector 79,1.1,3,3,1154,1,0,0
flat,sector 81,1.45,3,3,1650,0,0,0
house,sector 109,6.3,4,5,7000,0,0,0
flat,sector 99a,1.1,2,2,1368,1,0,0
flat,sector 82a,1.87,3,3,1668,0,0,0
flat,sector 67,2.98,3,3,2047,0,0,0
house,sector 53,4.65,5,5,2646,0,0,0
flat,sector 49,4.16,5,4,3219,1,1,0
flat,sector 70a,2.75,3,3,2150,0,0,0
flat,sector 81,2.25,3,3,1600,1,1,0
flat,sohna road,0.3,2,2,650,0,0,0
house,sector 110,1.0,3,2,120,0,0,0
flat,sector 113,2.0,3,3,1806,0,0,0
flat,sector 113,2.7,3,4,2217,0,1,0
flat,sector 113,1.38,2,2,1350,1,0,0
flat,sector 77,1.05,3,3,1600,0,0,0
flat,sector 103,1.5,3,3,1741,0,0,0
flat,sector 60,2.5,2,3,1403,1,0,0
flat,sector 56,1.65,3,3,2131,1,0,0
flat,sector 111,3.45,4,5,2670,0,1,0
flat,sector 65,1.3,2,2,812,1,0,0
flat,sector 89,0.95,2,2,804,1,0,0
flat,sector 70,1.25,2,2,1222,1,0,0
flat,sector 49,2.23,3,3,1840,0,0,0
flat,sector 83,1.25,4,4,1970,0,1,0
flat,sector 79,2.0,3,4,2629,0,1,0
flat,sector 48,2.5,4,5,2167,0,0,0
flat,sector 67,3.4,3,4,2123,0,1,0
house,sector 3 phase 2,0.4,2,1,500,0,0,0
flat,sector 92,0.99,3,2,1661,0,0,0
flat,sector 85,1.75,3,3,1825,0,0,0
flat,sector 113,2.78,3,3,2599,1,1,0
flat,sector 78,0.62,2,2,1115,0,0,1
flat,sector 69,1.92,4,5,2172,0,1,0
flat,sector 49,2.38,3,4,2061,1,0,0
house,sector 2,2.5,4,4,1557,0,0,0
flat,sector 107,1.7,4,5,2505,0,1,0
flat,sector 54,1.55,3,3,1900,0,1,0
flat,sector 82a,2.91,4,4,3902,1,1,1
house,sector 57,4.75,3,3,1650,0,0,1
flat,sohna road,0.73,2,2,1148,0,0,0
flat,sector 102,2.04,3,3,1644,0,0,0
flat,sector 108,2.45,3,3,1460,0,0,0
flat,sector 37d,1.07,3,3,1450,0,0,0
flat,sector 48,2.7,3,3,2000,1,1,0
flat,sector 89,0.97,2,2,1371,1,0,0
flat,sector 33,1.7,3,3,1619,0,0,0
flat,sector 9a,1.25,4,3,2007,0,1,0
house,sector 50,12.5,4,4,3060,1,1,0
flat,sector 71,1.25,3,4,1577,1,1,0
flat,sector 79,1.34,3,3,1423,0,0,0
flat,sector 81,0.5,2,2,700,0,0,0
house,sector 3,0.92,4,1,603,0,0,0
house,sector 25,9.0,5,5,2700,1,1,1
flat,sector 77,2.25,3,3,1810,0,1,0
house,sector 38,4.0,4,9,4800,0,0,1
flat,sohna road,0.95,3,2,1210,0,0,0
flat,sector 50,2.97,3,3,2600,0,1,0
flat,sector 59,5.5,3,3,2738,0,1,0
flat,sector 65,6.15,3,4,3355,0,0,0
house,sector 49,2.5,3,3,1900,0,0,1
flat,sector 67a,0.62,2,2,581,0,0,0
flat,sector 84,0.9,3,3,1652,0,0,0
flat,sector 90,1.55,4,4,2139,0,1,0
house,sector 9,3.2,3,3,2367,0,0,0
flat,sector 108,3.95,4,5,2343,0,0,0
house,sector 105,0.37,2,2,450,0,0,0
flat,sector 65,2.7,3,3,1650,0,1,1
flat,sector 58,2.2,2,2,1432,1,0,0
flat,sector 81,0.38,1,1,444,0,0,0
flat,sohna road,0.24,1,1,378,0,0,0
flat,sector 79,1.35,3,3,2161,0,0,0
house,sector 12,1.35,1,5,2052,0,0,0
flat,sector 49,1.85,3,3,1471,0,0,1
flat,sector 104,1.9,3,3,1365,0,0,0
flat,sector 107,0.37,2,2,615,0,0,0
flat,sector 102,1.35,2,2,1230,0,0,0
house,sector 6,0.66,3,2,612,0,0,0
house,sector 67,1.5,5,3,200,0,0,0
house,sector 55,5.0,1,9,1125,0,0,0
flat,sector 53,7.4,4,4,2477,0,0,0
flat,sohna road,0.74,2,2,1367,0,0,0
flat,sector 85,1.14,2,2,1484,0,0,0
house,sector 2,3.0,6,4,1557,0,0,0
flat,sector 79,2.01,3,4,2141,0,1,0
flat,sector 92,0.58,3,3,1281,0,0,0
flat,sohna road,0.96,2,2,1131,1,0,0
flat,sector 108,1.7,3,4,1500,0,1,0
flat,sector 37d,1.79,4,3,1808,0,0,0
flat,sector 108,2.4,2,2,1250,0,0,0
flat,sector 65,1.95,3,3,1556,0,0,1
flat,sector 112,2.8,2,3,2441,1,1,0
flat,sector 86,1.23,2,2,1339,1,0,0
flat,sector 92,0.95,4,3,1770,0,0,0
house,sector 7,1.3,1,3,963,0,0,0
flat,sector 88a,1.5,3,3,2056,0,0,0
house,sector 26,19.0,6,6,4518,1,1,0
flat,sector 82,0.94,2,2,1299,1,0,0
house,sector 48,8.5,4,4,3240,0,0,0
flat,sector 99a,0.27,2,2,552,0,0,0
flat,sector 55,1.9,4,3,2000,0,0,0
flat,sector 90,0.65,2,2,1222,1,0,0
house,sohna road road,1.2,1,4,535,0,0,0
flat,sector 92,1.22,4,3,2093,0,1,0
flat,sector 68,1.32,2,2,1460,0,0,0
flat,sector 104,1.32,2,2,1403,0,0,0
flat,sector 90,1.9,4,4,2512,0,1,1
house,sector 8,0.82,2,3,900,0,0,0
flat,sector 61,1.57,2,2,1150,1,0,0
flat,sector 102,2.0,3,3,1676,0,0,0
flat,sector 79,0.9,2,2,1450,1,0,0
house,sector 43,3.3,1,1,1242,0,0,0
flat,sector 104,2.55,4,4,2509,0,1,0
house,sector 109,6.8,4,5,5400,0,1,0
flat,sector 71,1.25,3,4,1577,0,1,0
flat,sector 81,3.25,4,4,2491,0,1,0
flat,sector 61,3.87,3,4,2250,0,1,0
house,sector 9,1.1,4,3,200,0,0,0
flat,sector 82a,3.85,5,6,5711,0,1,0
flat,sohna road,1.1,3,2,1319,0,0,0
house,sector 50,11.0,4,4,2700,0,1,0
flat,sector 60,3.75,4,5,2534,0,1,0
flat,sector 79,0.8,2,2,1172,0,0,0
house,sector 109,7.0,5,5,6228,0,1,0
flat,sector 2,1.26,2,2,1416,1,0,0
flat,sector 90,1.3,3,3,1929,0,1,0
flat,sector 69,0.74,3,3,1210,0,1,0
flat,sector 70a,2.8,3,4,2350,0,1,0
house,manesar,2.0,3,1,1337,0,0,0
flat,sector 74,1.4,2,2,1289,0,0,0
flat,sector 89,0.88,2,2,1228,1,0,0
flat,sector 90,1.25,3,3,1650,0,0,0
flat,sector 83,1.6,3,3,1674,1,1,1
house,sector 25,10.55,5,6,2700,1,1,1
flat,sector 65,6.1,3,3,3027,1,1,0
flat,sector 69,1.8,4,4,1819,0,0,0
flat,sector 1,0.85,3,3,2200,0,0,0
flat,sector 83,1.75,3,3,1600,0,1,0
flat,sector 85,1.18,2,2,1630,0,0,0
flat,sector 84,1.02,4,4,1896,0,1,0
flat,sector 95,0.56,2,2,1364,0,0,0
house,sector 70a,2.1,3,2,667,0,0,0
flat,sector 70a,2.6,3,2,2406,0,1,0
flat,sector 67a,0.7,2,2,657,0,0,0
flat,sector 111,4.67,4,4,3056,0,0,0
flat,sector 92,0.75,3,2,1298,0,0,0
flat,sector 68,1.02,2,2,1250,0,0,0
flat,sector 72,3.9,4,4,2509,0,1,0
flat,sector 86,1.93,3,4,2068,0,1,0
flat,sector 62,4.0,3,3,2343,0,1,0
flat,sector 65,2.85,4,4,1975,1,1,0
flat,sector 92,0.49,2,2,1109,0,0,0
flat,sector 77,1.1,3,4,1829,0,1,0
flat,sector 81,2.12,3,3,1650,1,1,0
house,sector 7,1.0,2,2,126,1,0,0
flat,sector 82,1.22,3,5,2000,0,1,0
flat,sector 60,2.85,3,4,2045,0,1,0
flat,sector 85,1.4,2,2,1400,0,0,0
flat,sector 70,1.1,2,2,1026,1,0,0
flat,sector 70a,2.5,3,4,2127,0,1,1
flat,sector 95,0.38,2,2,610,0,0,0
house,sector 50,11.58,5,5,3240,0,1,0
house,sector 7,2.3,5,3,1350,1,1,0
house,sector 48,6.4,3,4,2592,1,1,1
flat,sector 74,2.25,3,3,1938,0,1,0
house,sector 13,2.25,10,10,400,0,0,0
flat,sector 37d,1.08,3,3,1700,0,0,0
flat,sector 70,1.5,3,5,1527,0,1,0
flat,sector 103,2.45,4,6,2602,0,1,0
house,sector 70a,5.35,4,4,6000,1,1,1
flat,sector 37c,0.42,2,2,833,0,0,0
flat,sector 31,5.5,4,5,2663,1,1,0
house,sector 26,5.8,5,5,1800,1,1,1
flat,sector 83,0.95,3,3,1489,0,0,0
flat,sector 99a,1.16,3,3,1790,0,1,0
flat,sector 89,1.5,3,3,1480,0,0,0
flat,sector 65,2.8,3,3,1867,0,0,0
flat,sector 70a,2.4,3,3,1946,0,1,0
flat,sector 62,2.1,2,2,1500,0,0,0
flat,sector 90,0.65,2,2,1222,1,0,0
flat,sector 65,5.9,3,3,3043,1,1,0
flat,sector 37c,0.95,3,3,1697,0,0,0
flat,sector 70a,1.2,3,3,1450,0,0,0
flat,sector 113,1.85,3,2,1429,0,0,0
flat,sector 79,1.15,3,3,1200,1,0,0
flat,sector 49,2.45,3,3,1865,1,0,0
flat,sector 83,1.25,3,3,1700,0,1,0
flat,sector 86,0.45,2,2,646,0,0,0
house,sector 57,6.0,4,5,2700,0,1,0
flat,sector 60,3.6,4,5,2604,0,1,0
flat,sector 85,1.17,2,3,1550,0,0,0
house,sector 105,0.55,2,4,56,0,0,0
house,sector 49,2.75,3,3,1386,0,0,0
flat,sector 92,0.45,3,3,833,0,0,0
flat,sector 22,4.78,3,4,2500,0,1,0
flat,sector 84,0.9,3,3,1525,0,0,0
flat,sector 84,0.27,1,1,387,0,0,0
flat,sector 33,1.62,3,4,129,0,1,0
house,sector 49,6.5,5,5,3456,1,1,0
flat,sector 89,1.25,3,3,1423,0,0,0
house,sector 52,2.25,3,3,1800,0,1,0
flat,sector 110,3.4,4,5,3077,0,1,1
flat,sector 102,1.35,3,3,1315,0,1,0
flat,sector 113,1.32,2,2,1199,0,0,0
house,sector 49,1.6,4,4,60,0,0,0
house,sector 25,6.5,4,3,1800,1,0,0
flat,sector 109,2.2,3,4,1860,0,1,0
flat,sector 82,0.97,3,4,1620,0,1,0
house,sector 24,1.6,7,5,540,0,0,0
house,sector 39,5.15,5,5,3660,0,0,0
house,sector 48,8.4,4,5,4000,1,1,0
flat,sector 37d,1.1,3,3,1561,0,0,0
flat,sector 22,4.1,3,3,2069,0,0,0
flat,sector 71,1.16,3,3,1577,0,1,0
flat,sector 90,0.8,2,3,1350,0,0,0
flat,sector 92,1.19,4,3,2533,0,1,0
flat,manesar,0.6,3,2,1277,0,0,0
flat,sector 89,1.05,2,2,1103,1,0,0
flat,sector 37c,1.43,3,3,1834,0,1,0
flat,sector 107,1.35,3,4,1950,0,1,0
flat,sector 85,1.45,3,4,1616,0,1,0
flat,sector 93,1.25,3,4,1350,0,0,0
flat,sector 79,1.7,3,2,1570,0,0,0
flat,sector 104,2.25,3,4,2303,0,1,0
flat,sector 48,1.6,3,3,1895,0,0,0
house,sector 12,1.4,2,2,166,0,0,0
flat,sector 73,0.9,3,3,1622,0,1,0
house,sector 5,0.8,2,2,900,0,0,0
flat,sector 90,1.95,4,4,2456,0,1,1
flat,sector 88a,2.1,4,4,1745,1,1,0
flat,sector 102,1.24,2,2,1100,0,0,0
flat,sector 83,0.84,2,2,1127,0,0,0
flat,sector 99,2.45,3,4,2516,0,1,0
flat,sector 85,1.87,3,4,2225,0,0,0
house,sector 11,0.24,2,2,450,0,0,0
flat,sohna road,0.32,2,1,476,0,0,0
house,sector 43,5.75,4,4,1935,0,1,1
house,sector 105,0.7,3,2,1200,0,0,0
house,sector 24,2.75,7,7,3000,0,0,0
flat,sector 15,0.43,2,2,856,0,0,0
flat,sector 50,2.92,3,3,2600,0,1,0
flat,sector 83,1.8,3,4,1667,0,1,0
house,sector 25,8.0,3,9,11111,0,0,0
flat,sohna road,0.29,2,2,577,0,0,0
flat,sector 108,1.55,3,3,1750,0,1,0
house,sector 54,25.0,4,4,8036,1,1,1
house,sector 2,19.5,8,9,7200,1,1,0
flat,sector 85,1.05,2,2,1484,0,0,0
flat,sector 69,1.7,4,4,1783,0,0,0
flat,sector 63,3.0,3,3,1642,0,1,0
flat,sector 108,0.8,3,3,1663,0,0,0
flat,sector 65,4.94,3,4,2754,0,1,0
house,sector 109,9.4,5,6,3600,1,1,1
flat,sector 70,1.63,3,3,1527,0,1,0
flat,sector 99a,0.3,2,2,600,0,0,0
flat,sector 92,0.51,3,2,1131,0,0,0
flat,sector 102,1.28,2,2,1100,0,0,0
flat,sohna road,0.54,2,2,833,0,0,0
flat,sector 37d,1.0,3,3,1163,0,0,0
flat,sector 78,0.9,3,3,1900,0,1,0
flat,sector 92,1.0,4,4,2093,0,0,0
flat,sector 90,0.45,2,2,696,0,0,0
flat,sector 92,1.83,4,3,2104,0,1,0
house,sector 82,6.8,4,4,3240,0,1,0
flat,sector 67,3.4,3,4,2016,0,1,0
flat,sector 102,1.4,3,3,1315,0,1,0
flat,sector 70a,1.6,3,3,1750,0,1,0
flat,sector 107,0.8,2,2,1236,0,0,0
flat,sector 82,1.28,3,3,1800,1,0,0
flat,sector 85,0.8,3,4,1390,0,1,0
flat,sector 69,1.4,3,3,1428,0,0,0
flat,sector 107,1.39,3,4,2057,0,1,0
flat,sector 91,1.8,4,3,2578,1,0,0
flat,sector 52,1.4,3,3,2556,0,0,0
flat,sector 28,2.35,3,4,1700,0,1,0
flat,sector 86,1.25,3,4,1747,0,1,0
flat,sector 70a,1.55,3,3,1600,1,1,0
flat,sector 95,0.72,3,3,1800,0,0,0
house,sector 8,0.62,3,1,550,0,0,0
flat,sector 107,0.36,2,2,608,0,0,0
flat,sector 37c,0.98,3,4,1660,0,1,0
flat,sector 93,0.38,2,2,661,0,0,0
flat,sector 104,2.3,3,4,2544,0,1,0
flat,sector 93,0.36,2,2,604,0,0,0
house,sector 9,0.22,2,2,37,0,0,0
house,sector 4,3.25,3,3,2250,0,0,0
flat,sector 63,3.4,3,3,3077,0,0,0
flat,sector 113,1.75,2,2,1424,1,0,0
house,sector 31,3.5,4,4,1449,0,0,1
flat,sector 69,1.46,3,3,1428,0,0,0
flat,sector 104,0.26,1,1,301,0,0,0
flat,sector 60,2.65,3,4,2037,0,1,0
flat,sector 102,1.1,2,2,915,0,0,0
flat,sector 76,1.92,3,3,1672,0,0,0
flat,sohna road road,1.65,3,3,1051,0,0,0
flat,sohna road,0.71,2,2,1131,1,0,0
house,sector 3,0.9,3,1,1008,0,0,0
flat,sector 59,6.75,4,4,2567,0,1,0
flat,sector 84,1.01,3,3,1475,0,0,0
flat,sector 85,1.1,2,2,1464,0,0,1
flat,sohna road,0.25,2,2,535,0,0,0
house,sector 50,10.0,5,7,7000,0,1,0
house,sector 13,0.62,6,6,192,0,0,0
flat,sohna road,0.4,2,2,582,0,0,0
house,sector 4,0.47,3,4,1350,0,0,0
flat,sector 92,1.08,4,4,1891,0,1,0
flat,sector 104,2.6,4,4,2851,0,1,0
flat,sector 54,10.0,4,5,3000,0,1,0
flat,sector 69,2.07,3,3,1640,0,0,0
flat,dwarka expressway,1.3,3,3,1303,0,0,0
flat,sector 61,2.6,3,3,1766,0,0,0
house,sector 43,2.15,1,1,1650,0,0,0
flat,sector 61,1.55,2,2,1041,1,0,0
flat,sector 33,1.35,3,2,1409,0,0,0
flat,sector 33,1.35,3,2,1484,0,0,0
flat,sector 102,1.8,3,3,1531,0,0,0
flat,sector 102,1.3,3,3,1388,0,1,0
flat,sector 79,1.72,3,4,1695,0,1,0
flat,sector 107,0.27,2,2,543,0,0,0
flat,sector 54,6.75,4,4,2076,0,1,0
flat,sector 103,1.34,3,3,1560,1,0,0
flat,sector 68,0.84,2,2,1180,0,0,0
flat,sector 66,3.0,3,3,1950,0,1,0
house,sector 43,7.0,5,5,2700,1,1,0
flat,sector 49,4.79,5,5,3724,1,1,0
house,sector 67,5.46,4,5,2259,1,0,1
flat,sector 33,1.45,3,2,118,1,0,0
flat,sector 89,0.85,2,2,1226,1,0,0
flat,sector 63,4.49,4,4,3150,0,0,0
house,sector 25,13.5,5,6,3618,0,0,0
flat,sector 113,2.33,3,3,2098,0,1,0
