property_type,sector,price,bedRoom,bathroom,built_up_area,study room,servant room,store room
house,sector 12,2.9,7,7,2700,0,0,0
flat,sector 68,1.25,2,2,938,0,0,0
flat,sector 102,2.1,3,4,1945,1,1,0
house,sector 23,5.65,7,7,5000,0,1,0
flat,sector 106,1.25,3,4,1305,1,1,0
flat,sector 102,1.3,3,3,1315,0,1,0
flat,sector 90,1.2,3,3,1747,0,0,0
flat,sector 11,0.33,2,2,761,0,0,0
flat,gwal pahari,1.38,3,3,1294,0,0,0
flat,sector 37c,1.2,3,4,1635,0,0,0
flat,sector 2,1.55,3,4,1738,0,1,0
flat,sector 85,1.04,2,2,1550,0,0,0
house,sector 66,11.0,5,6,3240,1,1,1
flat,sector 2,1.0,2,3,1000,0,0,0
flat,manesar,1.65,4,3,3111,0,1,0
flat,sector 102,1.91,3,4,1587,1,1,0
flat,sector 2,0.35,2,2,800,0,0,0
house,sector 70a,6.5,4,4,2332,1,1,0
house,sector 50,8.45,3,3,3231,1,1,0
flat,sector 106,1.4,3,4,1593,1,1,0
flat,sector 28,1.35,2,2,1120,0,0,1
flat,sector 37c,1.0,3,3,1708,0,0,0
house,sector 37d,1.27,3,3,1570,0,0,0
flat,gwal pahari,1.0,2,2,833,0,0,0
flat,sector 83,1.04,3,2,1500,0,0,0
flat,sector 78,0.95,3,3,1730,0,0,0
house,sector 12,1.7,5,5,2000,0,0,0
flat,sector 67,3.15,3,4,2219,0,1,0
flat,sector 109,1.97,4,4,2380,0,1,0
flat,sector 68,1.32,2,2,1364,1,0,0
flat,sector 2,1.36,3,3,1611,0,0,0
flat,sector 104,1.58,2,3,1538,0,1,0
house,sector 3,0.6,1,1,1000,0,0,0
house,sector 57,3.3,4,4,1728,0,0,1
flat,sector 83,0.87,2,2,1127,0,0,0
flat,sector 81,0.4,2,2,586,0,0,0
flat,sector 107,1.45,3,4,1900,0,1,0
flat,sector 106,1.34,4,5,1535,0,1,0
flat,sector 81,1.4,3,3,1475,0,0,0
house,sector 50,7.0,4,4,3400,0,1,0
house,sector 14,5.5,5,4,3240,1,0,0
flat,sector 65,1.95,2,2,1141,0,0,0
flat,sector 102,1.45,3,3,1315,0,1,0
flat,sector 14,1.7,5,5,2556,1,0,1
house,sector 25,6.5,3,9,1935,1,1,1
flat,sector 69,1.37,3,3,1568,0,0,0
house,sector 25,16.0,6,5,6000,0,0,0
flat,sector 23,0.16,2,2,706,0,0,0
flat,sector 110,4.49,5,5,3511,0,1,0
flat,sector 2,0.98,2,2,1281,0,0,0
flat,sector 37c,0.66,2,2,1310,0,0,0
flat,sector 90,1.8,4,4,2468,0,0,0
house,sector 43,13.0,3,3,2700,0,0,0
house,sector 109,12.5,5,6,4500,1,1,1
flat,sector 37c,0.33,2,2,850,0,0,0
house,sector 43,1.9,3,3,60,0,0,0
house,sector 57,8.31,5,6,3438,1,1,1
flat,sector 93,1.45,3,4,1350,0,0,0
flat,sector 63a,3.3,3,3,2150,0,1,0
flat,sohna road,0.54,2,2,676,0,0,0
flat,sector 92,1.3,4,4,2040,0,0,0
flat,sector 95,0.92,3,3,1750,0,0,0
flat,sector 30,1.3,3,3,1401,0,0,0
flat,sector 3,0.5,2,2,722,0,0,0
house,sector 25,4.35,5,4,1350,0,1,0
flat,sector 65,5.3,3,3,2506,0,1,0
house,sector 7,0.27,2,2,225,0,0,0
flat,sector 86,0.41,2,2,557,1,1,0
flat,sector 81,2.5,3,3,2130,0,1,0
flat,sector 69,1.55,3,3,1428,0,0,0
flat,sector 63,0.88,1,1,804,0,0,0
flat,sector 79,1.33,2,2,1411,1,0,0
flat,sector 79,1.34,2,2,1423,1,0,0
house,sector 43,8.25,5,6,2700,1,1,1
flat,sector 56,1.35,3,3,1450,0,0,0
flat,sector 82a,2.95,4,5,2110,0,1,0
flat,sector 47,2.4,3,4,1916,0,1,0
flat,sector 83,1.08,3,3,1570,0,0,0
flat,sector 82,3.0,4,6,4425,0,1,0
flat,sector 85,2.0,3,4,2300,0,1,0
flat,sector 106,1.15,3,4,1186,1,1,0
house,sector 109,5.7,4,5,5400,1,1,1
flat,sector 80,1.6,3,3,2047,0,1,0
flat,sector 79,1.45,3,3,2161,0,0,0
house,sector 50,6.95,3,3,2160,0,1,0
flat,sector 113,1.55,2,2,1276,0,0,0
house,sector 2,6.0,5,6,2430,1,0,0
house,sector 26,12.5,4,5,3240,1,1,0
flat,sector 99a,0.3,2,1,511,0,0,0
flat,sector 67a,1.3,2,2,1296,0,0,0
flat,sector 36,0.82,3,2,1201,0,0,0
flat,sector 92,0.9,4,5,1692,0,1,0
house,sector 50,10.45,4,5,4000,1,1,0
flat,sector 113,6.0,5,6,7294,0,0,0
flat,sector 90,1.9,4,4,2468,0,1,0
flat,sector 9a,1.25,4,3,2007,0,1,0
house,sector 9,1.25,3,6,1431,0,0,0
flat,sector 36a,2.3,2,2,1479,0,0,0
flat,sector 33,1.39,3,2,1333,0,0,0
flat,sector 43,6.0,4,4,2556,0,1,0
flat,sector 37c,1.44,3,3,1789,1,1,0
flat,sector 85,1.75,3,4,2179,0,1,0
flat,sector 81,0.48,2,2,547,0,0,0
house,sector 25,13.0,6,8,2844,1,1,1
flat,sector 79,1.28,3,3,1362,0,0,0
flat,sector 37c,0.95,2,2,1179,0,0,1
house,sector 82,7.5,5,5,3240,0,1,0
house,sector 39,1.6,1,1,892,0,0,0
flat,sector 67,2.7,4,4,2127,0,1,0
flat,sector 92,1.0,4,4,1828,0,0,0
flat,sector 83,1.42,4,4,2000,1,1,0
flat,sector 39,2.0,3,3,2400,0,0,0
flat,sector 102,2.5,3,4,1945,1,1,0
flat,sector 107,0.28,2,2,543,0,0,0
flat,sector 69,1.76,4,4,1819,0,0,0
flat,sector 83,1.8,3,3,1719,0,0,0
flat,sector 65,2.65,3,3,1650,1,1,0
flat,sector 78,0.69,2,2,1422,0,0,0
flat,sector 104,2.5,4,4,2851,0,1,0
flat,sector 113,2.0,3,3,1507,0,0,0
flat,sector 37d,1.1,3,3,1700,0,0,0
flat,sector 89,1.42,3,3,1581,0,0,0
flat,sector 79,1.41,2,2,1747,1,0,0
flat,sector 89,1.16,3,2,998,1,0,0
flat,sector 102,1.9,3,3,1700,0,0,0
house,sector 45,10.0,6,6,3240,1,1,1
flat,sector 103,1.2,2,2,1288,0,0,0
house,sector 33,9.55,6,7,4950,1,1,1
flat,sector 86,0.43,2,2,557,1,0,0
flat,sector 37d,1.75,4,4,2100,0,0,0
house,sector 4,3.3,3,3,2250,0,0,0
flat,sector 109,1.7,3,3,1550,0,0,0
flat,sector 109,1.63,3,3,2303,0,1,0
flat,sector 112,3.65,3,5,2800,0,1,0
house,sector 7,2.25,5,3,148,0,0,0
flat,sector 83,1.1,3,3,1588,1,0,1
flat,sector 91,1.8,3,3,2578,0,0,0
flat,sector 61,1.6,2,2,1278,1,0,0
house,sector 12,1.7,3,3,200,0,0,0
flat,sector 12,1.15,3,4,2000,0,1,0
house,sector 23,5.1,3,2,3078,0,0,0
flat,sector 85,1.22,2,2,1300,0,0,1
house,sector 3 phase 3 extension,0.75,2,2,130,0,0,0
flat,sector 108,1.0,2,2,2060,0,0,0
flat,sector 81,0.48,2,2,613,0,0,0
flat,sector 2,0.8,3,2,1440,0,0,0
house,sector 48,5.0,7,7,2340,0,0,0
house,sector 7,3.0,7,7,2610,0,0,0
flat,sector 90,1.75,4,4,2005,0,0,0
flat,sector 107,0.8,2,2,1236,0,0,0
house,sector 43,3.35,1,1,1242,0,0,0
house,sector 2,0.35,2,2,600,0,0,0
house,sector 24,1.45,3,3,540,0,0,0
flat,sector 69,1.8,3,3,1893,0,0,0
flat,sector 81,4.0,4,5,3801,0,1,0
house,sector 4,2.3,4,4,160,0,0,0
flat,sector 43,6.0,4,4,2667,0,1,0
flat,sector 85,1.91,4,6,3890,0,1,0
flat,sector 85,1.2,2,2,1484,0,0,0
flat,sector 65,1.75,3,3,1081,0,1,0
flat,sector 90,0.47,2,2,767,0,0,0
flat,sector 112,3.29,3,3,2225,0,1,0
flat,sector 7,0.45,2,2,1000,0,0,0
flat,sector 37c,0.35,2,2,850,0,0,0
flat,sector 24,6.5,4,5,3889,0,1,0
flat,sector 85,1.07,2,2,1484,0,0,0
flat,sohna road,0.21,1,1,484,0,0,0
flat,sector 108,1.3,3,3,1661,1,0,0
flat,sector 82,1.37,3,3,2000,1,1,0
house,sector 82,6.5,4,3,3240,0,0,0
flat,sector 92,0.42,2,2,657,1,0,0
flat,sector 90,1.3,3,3,1700,0,0,0
flat,sector 67,1.0,3,3,1406,0,0,0
flat,sector 63a,1.55,2,2,1167,0,0,0
flat,sector 102,1.7,3,4,1750,0,1,0
flat,sector 85,2.03,4,4,2225,0,0,0
flat,sector 85,1.1,3,4,1467,0,1,0
flat,sector 99a,0.32,2,2,502,0,0,0
flat,sector 22,1.99,2,2,1285,1,1,0
flat,sector 30,1.45,3,2,1300,0,0,0
flat,sector 102,1.4,3,3,1493,0,1,0
flat,sector 85,2.0,4,5,2545,0,1,1
flat,sector 103,1.12,3,4,1734,0,1,0
house,sector 43,5.5,8,7,2850,1,1,0
house,sector 25,7.5,9,9,2300,1,1,0
flat,sector 88a,0.45,2,2,694,0,0,0
house,sector 49,3.75,2,6,1467,1,0,0
flat,sector 53,6.0,3,4,2217,0,1,0
flat,sector 107,0.28,2,2,543,0,0,0
flat,sector 102,1.5,3,3,1315,0,0,0
flat,sector 78,0.99,2,2,1467,0,0,0
house,sector 26,15.0,5,6,4518,1,1,1
flat,sector 61,2.25,3,3,1721,0,0,0
flat,sector 95,0.3,2,2,950,0,0,0
flat,sector 71,0.82,2,2,1086,0,0,0
flat,sector 49,0.87,1,1,500,0,0,0
house,sector 33,9.5,5,7,4071,1,1,1
flat,sector 95,0.2,1,1,407,0,0,0
flat,sector 112,5.2,4,6,3655,0,1,0
flat,sohna road,0.72,2,2,1404,0,0,0
flat,sector 71,0.59,2,2,639,0,0,0
flat,sector 2,0.56,1,2,723,0,0,0
flat,sector 56,2.0,4,4,2253,0,0,0
flat,sector 111,1.65,3,4,2104,0,1,0
flat,sector 4,0.45,2,2,944,0,0,0
house,sector 48,3.35,6,5,6000,0,0,0
house,sector 3,0.37,1,1,480,0,0,0
flat,sector 108,2.6,3,3,1711,0,0,0
flat,sector 28,0.95,2,1,1188,0,0,0
flat,sector 69,0.75,2,2,991,0,0,0
flat,sector 104,1.1,2,2,1148,0,0,0
house,sector 82,1.6,4,4,2425,0,1,0
house,sector 17b,8.5,4,4,4518,1,1,0
flat,sector 33,1.75,3,3,1996,0,0,0
flat,sector 102,1.25,2,2,1100,0,0,0
flat,sector 79,1.35,3,3,1362,0,0,0
flat,sector 107,1.21,3,3,1713,0,0,0
flat,sector 99a,1.08,3,5,1750,0,1,0
flat,sohna road,0.72,2,2,1131,1,0,0
flat,sector 37c,0.99,3,4,1660,0,1,0
flat,sector 48,4.25,4,5,4120,1,0,0
flat,sector 79,1.18,2,2,1252,0,0,0
flat,sector 81,1.28,3,3,1982,0,1,0
flat,sector 68,1.1,2,2,1127,0,0,0
flat,sector 43,2.09,3,3,1294,0,0,0
flat,sohna road,0.78,2,2,1222,1,0,0
flat,sector 69,1.32,3,3,1419,0,0,0
flat,sector 25,3.4,4,4,2744,0,1,0
flat,sector 37c,0.99,3,3,1643,0,1,0
flat,sector 49,4.21,5,6,3219,0,1,0
house,sector 26,18.0,5,4,4518,1,1,1
flat,sector 68,1.1,2,2,1244,0,0,0
house,sector 50,12.5,6,5,3078,1,1,0
flat,sector 83,0.75,3,3,1162,0,0,0
flat,sector 112,6.5,4,5,4800,0,0,0
flat,sector 82a,2.25,3,3,2333,0,1,0
flat,sector 102,2.2,3,4,1945,1,1,0
house,sector 26,8.9,4,4,2700,1,1,1
house,sector 43,5.3,3,9,1935,0,1,0
flat,sector 83,1.8,3,4,1900,0,0,0
house,sector 7,1.2,1,4,1072,0,0,0
flat,sector 56,1.55,3,3,1900,0,1,0
flat,sohna road,0.65,2,1,913,0,0,0
flat,sector 90,1.24,3,3,1600,0,0,0
flat,sector 68,1.0,2,2,1361,0,1,0
flat,sector 68,0.93,2,2,1200,0,0,0
flat,sector 51,3.55,5,6,5200,1,1,1
flat,sector 104,1.3,3,3,1490,0,0,0
flat,sector 110,3.7,4,5,3077,0,1,0
house,sector 48,5.75,4,4,2592,0,1,0
flat,gwal pahari,7.5,5,6,9050,0,1,0
flat,sector 104,1.05,3,4,2000,0,1,0
house,sector 60,18.02,9,12,6390,0,1,0
flat,sector 66,1.45,2,2,1082,0,0,0
flat,sector 83,1.75,3,3,1549,0,1,0
house,sector 31,3.5,4,3,1449,0,0,1
flat,sector 103,0.5,2,2,750,0,0,0
flat,sector 103,1.34,3,3,1725,1,1,1
house,sector 109,6.15,5,5,2250,0,1,1
flat,sector 92,1.5,3,3,1738,0,0,0
flat,sohna road,0.29,2,2,743,0,0,0
flat,sector 67,4.75,4,4,3200,1,1,1
flat,sector 69,1.7,4,4,1819,0,0,0
house,sector 33,10.0,5,6,4950,1,1,0
flat,sector 99a,0.32,2,2,601,0,0,0
flat,sector 83,1.05,3,3,1588,1,1,1
house,sector 17,2.98,2,6,1449,1,0,0
flat,sector 92,0.45,2,2,646,1,0,0
flat,sector 53,4.8,3,4,2895,0,0,0
house,sector 66,12.0,4,4,3240,1,1,1
flat,sector 82,0.86,3,3,1234,1,0,0
flat,sector 95,0.36,2,2,717,1,0,0
house,sector 23,2.9,4,4,2500,0,1,0
flat,sector 54,6.75,4,6,2455,0,1,0
flat,sector 95,0.32,2,2,563,0,0,0
house,sector 40,5.0,9,9,2367,0,0,0
flat,sector 102,2.2,3,4,1186,1,1,0
flat,sector 49,3.6,4,5,3356,0,1,0
house,sector 63,1.5,3,3,2385,0,0,0
flat,sector 90,1.79,4,3,2461,0,0,0
flat,sector 89,1.28,3,3,1611,1,0,0
house,sector 46,2.4,4,4,900,0,0,1
flat,sohna road,0.9,2,2,1275,0,0,0
house,sector 7,0.95,2,1,450,0,0,0
flat,sector 49,2.64,3,4,2252,0,1,0
house,sector 39,15.0,5,5,4500,0,1,0
house,sector 26,8.1,5,5,2295,0,0,0
flat,sector 70,1.75,3,5,1527,0,1,0
house,sector 50,6.8,4,4,2160,1,1,0
flat,sector 103,0.88,2,2,1232,0,0,0
flat,sector 69,1.68,4,4,1819,0,0,0
house,sector 4,0.5,1,3,540,0,0,0
flat,sector 92,0.56,3,1,1316,0,0,0
house,sector 14,4.6,1,1,2250,0,0,0
flat,sector 69,1.19,2,3,1500,1,0,0
house,sector 105,0.35,2,2,556,0,0,0
house,sector 26,13.5,5,5,4518,1,1,0
flat,sector 102,1.75,3,4,1757,0,1,0
flat,sector 113,2.51,3,3,1696,1,0,0
house,sector 33,11.75,5,7,5056,0,1,0
flat,sector 83,1.15,3,3,1607,0,0,0
flat,sector 81,0.45,2,2,664,0,0,1
flat,sector 108,2.28,4,5,2515,0,0,0
house,sector 43,11.0,5,6,4050,0,1,0
house,sector 27,4.25,5,5,1350,0,1,0
house,sector 26,4.6,4,4,3771,0,0,0
flat,sector 81,0.87,2,2,1300,0,0,0
flat,sector 33,1.9,3,3,2143,0,1,0
flat,sector 95,2.0,3,4,1964,0,1,0
house,sector 24,4.5,2,8,1350,0,1,1
flat,sector 69,1.4,3,3,1428,0,0,0
house,sector 50,7.35,4,4,1760,0,1,0
flat,sector 81,2.4,3,3,1800,0,1,0
flat,sector 70a,1.66,3,3,1900,0,1,0
flat,sector 83,1.42,3,3,1972,0,0,0
flat,sector 86,0.74,2,2,1231,0,0,0
flat,sector 65,3.5,3,3,2282,1,1,0
flat,sector 12,0.35,3,3,905,0,0,0
flat,sector 108,0.95,3,3,1649,0,0,0
flat,sector 28,7.0,4,3,2488,0,1,0
flat,sector 77,0.99,2,2,1126,0,0,0
flat,sector 48,1.86,3,3,2199,0,1,0
flat,sector 84,2.2,4,4,3108,0,1,0
flat,sohna road,0.32,2,2,744,0,0,0
house,sector 43,8.49,3,3,2700,0,1,0
house,sector 4,0.75,2,4,640,0,0,0
flat,sector 71,1.4,3,3,1958,0,0,0
flat,sector 79,0.9,2,2,1295,0,0,0
flat,sector 108,2.1,2,2,1250,0,0,0
flat,sector 77,1.65,4,3,1765,0,1,0
house,sector 70a,4.6,4,4,2610,1,1,1
flat,sector 47,1.8,4,4,2857,0,0,1
house,sector 54,3.75,4,4,1440,0,1,0
flat,sector 104,0.9,2,2,1259,0,0,0
flat,sector 65,1.42,2,2,1010,1,0,0
flat,sector 37c,1.05,3,3,1738,0,0,0
flat,sector 106,1.2,3,4,1186,0,1,0
flat,sector 113,3.05,3,4,2150,0,1,0
flat,sector 66,4.6,3,3,2882,1,1,1
flat,manesar,1.5,4,5,2135,0,1,0
house,dwarka expressway,0.85,1,5,600,0,0,0
house,sector 33,8.0,6,5,4500,0,0,0
flat,sector 70,1.8,3,3,1765,0,0,0
house,sector 14,3.4,3,3,2250,0,0,0
flat,sector 104,2.63,4,4,2953,0,1,0
flat,sector 28,1.35,2,2,1109,0,0,0
flat,sector 61,3.6,4,4,2580,0,1,0
flat,sector 23,0.55,2,2,995,0,0,0
flat,sector 3 phase 2,0.3,2,2,750,0,0,0
flat,sector 107,1.01,2,2,1200,0,0,0
flat,sector 92,1.9,4,4,1920,1,1,0
flat,sector 83,1.25,3,2,1654,1,1,1
flat,sector 60,3.8,4,5,2791,0,1,0
house,sector 4,1.9,4,3,211,0,0,1
flat,sector 68,1.08,2,2,1130,0,0,0
house,sector 111,9.0,5,5,8000,0,1,0
house,sector 50,12.0,3,4,3240,1,1,0
flat,sector 106,1.42,4,6,2131,0,1,0
house,sector 38,8.0,10,10,3123,0,0,0
flat,sector 67,2.32,3,4,1764,0,1,0
flat,sector 10a,2.3,6,4,3951,0,0,0
flat,sohna road,0.91,3,3,1599,0,0,0
house,sector 25,10.75,9,9,3600,0,1,1
flat,sohna road,0.21,1,1,500,0,0,0
house,sector 4,5.0,3,3,4950,0,0,0
flat,sector 56,2.05,4,4,2667,0,0,0
flat,sector 83,1.33,4,4,2193,0,1,0
house,sector 2,2.95,4,4,1845,0,0,0
flat,sector 85,1.85,3,4,2179,1,1,0
flat,sector 71,0.95,2,2,1200,0,0,0
flat,sector 70,1.15,2,2,1222,1,0,0
house,sector 39,1.7,2,2,900,0,1,1
flat,sector 67a,1.62,3,3,1346,0,0,1
flat,sector 22,2.4,2,2,1200,0,0,0
flat,sector 90,1.21,3,3,1929,0,1,0
flat,sector 85,1.3,2,2,1406,0,0,1
flat,sector 89,1.3,3,3,2122,0,1,0
flat,sector 70,1.67,3,5,1527,0,1,0
flat,sector 82,1.0,2,2,1299,1,0,0
flat,gwal pahari,5.9,4,4,4842,1,1,1
house,sector 109,6.0,4,5,2430,0,1,0
flat,manesar,0.9,3,3,2321,0,1,0
flat,sector 90,1.54,4,4,2200,0,1,0
house,sector 69,2.95,4,3,1800,0,0,0
house,sector 23,4.0,3,3,2430,0,1,0
flat,sector 68,1.9,3,3,2288,0,1,0
flat,sector 81,1.35,3,3,1989,0,0,0
flat,sohna road,1.1,2,2,1319,1,0,0
flat,sector 82,1.38,4,5,2294,0,1,0
flat,sector 86,1.35,3,3,1746,0,0,0
flat,sector 108,1.02,2,3,1283,1,0,0
flat,sector 86,1.54,4,4,2139,1,1,0
flat,sector 90,1.65,4,4,1900,0,0,0
flat,sector 51,1.7,3,4,1773,0,0,1
house,sector 2,4.99,4,4,2642,0,1,1
flat,sector 83,1.15,3,2,1588,0,0,0
flat,sector 37d,1.35,3,3,1600,0,0,0
flat,sector 61,1.7,2,2,1244,1,0,0
flat,sohna road,0.36,2,2,522,0,0,0
flat,dwarka expressway,1.08,3,3,1758,0,0,0
flat,sector 65,5.0,3,3,2800,0,1,0
flat,sohna road,0.83,3,2,1244,0,0,0
flat,sector 61,2.1,3,3,1592,0,0,0
flat,sector 79,1.25,3,3,1154,1,0,0
flat,sector 104,2.65,4,4,2898,0,1,0
flat,sector 85,1.1,2,2,1173,1,0,0
house,sector 70a,4.02,4,4,5500,1,1,1
house,sector 57,3.75,3,4,1620,1,1,1
flat,sector 84,0.85,2,2,1158,0,0,0
house,sector 6,0.5,3,3,600,0,0,0
flat,sector 92,0.79,3,2,1175,0,0,0
flat,sector 88a,1.75,3,3,1306,0,0,0
flat,sector 85,2.2,4,5,2545,0,0,0
house,sector 9,0.35,2,2,360,0,0,0
flat,sector 84,0.36,2,2,531,0,0,1
flat,sector 28,6.2,3,4,2000,0,1,0
house,sector 57,8.0,5,4,2700,1,1,0
flat,sector 72,3.2,4,4,2600,0,1,0
flat,sector 106,1.05,2,2,1539,0,0,0
flat,sector 37d,1.72,3,3,1373,1,0,0
flat,sector 86,1.55,3,3,1500,0,0,0
flat,sector 89,1.7,3,3,1944,1,0,0
flat,sector 95,0.37,3,2,716,0,0,0
flat,sector 106,0.46,1,1,778,0,0,0
flat,sector 37d,0.68,2,2,644,0,0,0
flat,sohna road,0.95,2,2,1131,1,0,0
flat,sector 90,1.19,3,3,1562,0,0,0
flat,sohna road,0.32,2,2,577,0,0,0
flat,sector 89,0.97,2,2,1103,0,0,0
house,sector 50,6.5,5,6,3000,0,0,0
flat,sector 108,0.85,3,3,1500,0,1,0
flat,sector 82,0.94,2,2,1299,1,0,0
flat,sector 84,0.73,2,2,1026,1,0,1
house,sector 7,2.25,3,3,1440,0,0,0
flat,sector 37d,1.8,4,3,1983,1,0,0
flat,sector 33,1.15,2,2,103,0,0,0
flat,sector 69,1.0,4,3,1826,0,0,0
flat,sector 102,1.9,3,4,1605,0,1,0
flat,sohna road,0.42,2,2,564,0,0,0
flat,sector 107,0.25,1,1,318,0,0,0
house,sector 2,5.6,8,6,3240,1,1,1
house,sector 26,5.8,4,3,1800,0,0,1
flat,sector 6,0.38,2,2,944,0,0,0
flat,sector 65,1.9,2,2,1358,0,0,0
flat,sector 92,1.25,4,3,2040,0,0,0
flat,sector 89,1.2,3,3,1064,0,0,1
flat,sector 102,1.95,3,4,2334,1,1,0
flat,sector 81,2.3,3,4,1893,0,1,0
flat,sector 70a,1.18,2,2,1400,0,0,0
flat,sector 104,1.25,3,4,1669,0,1,0
flat,sector 81,2.26,3,4,1900,0,1,0
flat,sector 102,2.4,4,4,1957,0,0,0
flat,manesar,0.75,3,2,1502,0,0,0
flat,sector 108,2.15,3,4,4600,1,0,0
flat,sector 90,1.25,4,4,2861,1,0,0
flat,sector 70,1.65,3,4,1765,0,1,1
flat,sector 37d,0.9,3,3,1185,0,0,0
flat,sector 85,1.14,2,2,1604,0,0,0
house,sector 26,15.0,4,4,4500,0,1,1
flat,sector 79,1.72,3,4,2050,0,0,0
flat,sector 71,0.55,2,2,600,0,0,0
house,sector 21,1.6,5,5,120,0,0,0
flat,sector 61,1.9,3,3,1137,0,0,0
flat,sector 84,0.84,3,3,1561,0,0,0
flat,sector 103,2.0,4,5,2416,0,1,0
flat,sector 3,0.8,3,3,1000,0,0,0
flat,sector 102,2.61,3,3,2200,1,1,0
flat,sector 95,0.4,2,2,661,0,0,0
flat,sector 92,0.78,2,2,846,0,0,0
house,sector 2,2.9,4,4,1557,0,0,1
flat,sector 66,1.32,2,2,1048,0,0,0
flat,sector 113,2.35,3,4,1930,0,1,0
flat,sector 91,0.87,2,2,1148,0,0,1
flat,sector 56,0.6,1,1,543,0,0,0
flat,sector 108,2.33,3,3,1711,0,0,1
flat,sector 112,5.6,4,6,3655,0,1,0
flat,sector 108,0.7,2,2,1505,0,0,0
flat,sector 111,3.7,4,5,2650,0,1,0
flat,sector 80,1.4,3,4,1922,0,1,0
flat,sector 77,1.09,3,4,1833,0,1,0
flat,sector 85,1.08,2,2,1200,1,1,1
flat,sector 109,1.3,3,2,1701,0,0,0
flat,sector 77,0.92,3,3,1602,0,0,0
house,sector 41,1.65,1,1,1200,0,0,0
flat,sector 67a,0.56,2,2,778,0,0,0
flat,sector 60,3.0,3,3,2400,0,1,0
flat,sector 33,1.2,2,2,1492,1,0,0
flat,sector 37c,1.2,3,3,1647,0,0,0
flat,sector 72,4.0,4,5,2701,0,1,0
house,sector 7,0.45,3,2,900,0,0,0
flat,sector 84,0.9,3,3,1833,0,1,0
flat,sector 106,1.2,3,3,1145,1,0,0
flat,sector 109,1.6,4,1,3008,0,0,0
flat,sector 48,15.0,5,6,7444,1,1,0
flat,sector 2,1.02,2,2,1281,0,0,0
flat,sector 102,1.55,3,4,1315,0,1,0
flat,sector 85,1.25,2,2,1730,0,0,0
flat,sector 68,1.7,4,4,1809,0,0,0
flat,sector 89,0.9,2,2,1105,0,0,0
flat,sector 67,2.9,3,3,2047,0,0,0
house,sector 38,2.1,2,7,900,1,0,1
flat,sector 86,1.3,3,3,1747,0,1,0
flat,sector 108,0.9,2,3,1161,0,1,0
flat,sector 85,0.9,4,4,1575,0,0,0
flat,sector 52,1.45,3,3,1800,0,0,0
flat,sector 83,1.05,3,3,1468,0,0,0
flat,sector 113,3.72,5,4,2956,0,0,0
flat,sector 81,4.4,4,4,3700,1,1,0
flat,sohna road,0.3,2,2,743,0,0,0
house,sector 7,1.95,2,2,1440,0,0,0
flat,sector 50,3.1,3,4,2450,0,1,0
house,sector 82a,3.85,5,6,5140,0,0,0
flat,sector 107,0.51,3,2,717,0,0,0
flat,sector 85,2.1,4,5,2545,0,0,0
flat,sector 79,1.25,3,3,1656,0,0,0
flat,sohna road,0.99,2,2,1045,0,0,0
flat,sector 88a,1.15,2,2,1380,1,0,0
flat,sector 53,6.02,3,3,2892,0,0,0
house,sector 2,0.4,2,2,583,0,0,0
house,sector 12,0.38,3,3,900,0,0,0
flat,sector 37c,1.05,3,3,1500,0,0,0
flat,sector 88a,1.38,3,3,2296,0,1,0
flat,sector 76,1.08,3,3,1774,0,1,0
flat,sector 12,0.53,3,3,995,0,0,0
flat,sector 83,1.05,3,3,1618,0,0,1
flat,sector 92,1.07,4,3,2040,1,1,0
flat,sector 108,1.2,3,2,1550,0,1,0
flat,sector 90,1.29,3,3,1817,0,1,0
flat,sector 70a,1.68,3,3,1900,0,1,0
flat,sector 81,0.31,1,1,366,0,0,0
flat,sector 81,2.22,3,4,2407,0,1,0
flat,sector 83,1.18,3,3,1618,0,0,0
house,sector 104,0.62,3,3,900,0,0,0
flat,sector 108,1.2,3,3,1275,1,0,0
flat,sohna road,0.26,2,2,640,0,0,0
flat,sector 99,1.15,2,2,1235,0,0,0
flat,sector 106,3.9,3,3,2450,0,0,0
flat,sector 102,1.95,3,3,1465,0,0,1
flat,sector 92,0.82,3,3,1221,0,0,0
flat,sector 65,4.7,3,3,2380,0,1,0
flat,sector 95,0.38,2,2,716,1,0,0
house,sector 109,5.9,4,5,2430,0,1,0
flat,sector 67,3.4,3,4,2134,0,1,0
flat,sector 107,0.3,2,2,544,0,0,0
flat,sector 85,1.25,2,2,1426,0,0,1
flat,sector 84,0.6,2,2,1086,0,0,0
house,sector 43,7.85,9,9,2700,1,1,0
flat,sector 107,0.35,2,2,608,0,0,0
flat,sector 33,1.25,2,2,1385,0,0,0
flat,sector 69,1.55,3,3,1428,0,0,0
house,sector 7,1.75,4,2,1575,0,0,0
flat,sector 69,1.66,4,4,1783,0,0,0
flat,sector 85,2.2,4,5,2390,0,1,0
flat,sector 107,1.32,3,3,1758,0,0,0
flat,sector 86,2.2,3,3,1747,0,0,0
flat,sector 82a,0.75,2,2,1000,0,0,0
flat,sector 90,0.85,3,4,1679,0,1,1
flat,sector 52,0.29,1,1,278,0,0,0
flat,sector 105,0.42,3,2,1111,0,0,0
flat,sector 74,1.47,2,2,1281,0,0,0
house,sector 55,1.64,3,3,1620,1,1,0
flat,sector 79,1.45,2,2,1578,0,0,0
flat,sector 85,1.18,2,3,1420,0,0,0
flat,sector 71,1.2,3,3,1466,0,0,0
